epoch,train_loss,train_dice,train_iou,train_hd95,val_loss,val_dice,val_iou,val_hd95
14,0.28786303707071254,0.869788828733805,0.7714234316671217,17.023701669479586,0.133218309989101,0.887425350515466,0.7997099600340191,15.362801367089626
15,0.28288150780104304,0.8718561876464535,0.7749066167586559,16.19991866931109,0.12336126048313945,0.893584320419713,0.8093507415369937,13.753881760612487
16,0.27356089409944173,0.876183112730851,0.7815341731986484,15.528734430122523,0.12127242119688737,0.8954346870121203,0.8124723905011227,13.26197324671638
17,0.32165278454084656,0.8531751012479937,0.7459848120405868,19.078905235602168,0.14931737513918625,0.8772077403570476,0.7826993685019644,18.1289351994528
18,0.32304177292295405,0.8538905116351875,0.7479119800232552,18.563156269246228,0.14736617395752355,0.8791927883499547,0.7862202148688467,16.453068686949432
19,0.3147225881347785,0.8557767851932628,0.7504609726570748,18.776363457171318,0.13521946103949295,0.8829875211966666,0.7917536873566476,14.970223785193587
20,0.2859990790083602,0.8702246812549798,0.7723637263517122,17.548440180409308,0.1343690223599735,0.8868088565374675,0.7980721373307077,16.33598572828613
21,0.2846036944034937,0.8708054326676034,0.7728829399959461,16.742826921096537,0.12906467679299807,0.8889721318295127,0.8015128938775313,13.827696468361903
22,0.2667075721798716,0.8791124877092,0.7854802205755904,14.90404773353856,0.12640609749053655,0.8929508046100014,0.80864417552948,13.57559523557141
23,0.2609866295714636,0.8810094747994397,0.7892336378226409,14.674990322857008,0.11843923910668022,0.8977201706484744,0.8158971165355883,13.337071089755831
24,0.2620177474376318,0.8801738015703253,0.7880645676239116,14.634887039933288,0.11647390495789678,0.8991454055434779,0.8182167755930048,12.947839219733105
25,0.2830743000314042,0.8707521960542008,0.7733580913092639,16.937427319681124,0.13726191379522024,0.8825366622523257,0.7912470165051912,17.59184003813901
26,0.29678953922278173,0.8660247849451529,0.7660983849216152,17.65175041255386,0.14215659507011114,0.8753471907816435,0.7802775188496238,15.67167196386583
27,0.28110992968887893,0.8720159796444146,0.7746199482196087,15.934162129871341,0.1302865386793488,0.8898760958721763,0.8031430024849741,13.629968318672914
28,0.30211099881578135,0.8606842079678098,0.7587041548780493,17.629617691494524,0.1272553950548172,0.8908848135094893,0.8048690275142067,14.941461071622577
29,0.26357983254097606,0.8808112305563849,0.7884383958739203,15.703122985386647,0.12698334926053098,0.8944770223216006,0.8107468078010961,13.980968476663726
30,0.2589827910871119,0.8811625411381593,0.7890066657517407,14.569006659587066,0.11847552068923649,0.8978875373539171,0.816446254127904,12.916417352151734
31,0.250818459971531,0.8853633693746619,0.7963020439083511,14.313511205208913,0.11543504344789605,0.8988497539570457,0.8177425233941329,12.990694287874462
32,0.24173476728233131,0.889057028132516,0.8022816761119945,13.992361968949732,0.11377816137514617,0.9007509852710524,0.8208294197132713,12.735678017930285
33,0.2671790654594834,0.8791532162073497,0.7857913503775725,15.424860071391869,0.12835497095396645,0.8907777165111742,0.8043976457495439,15.26114534319886
34,0.2738216736832181,0.8756539032265946,0.7807476633303875,15.949206710022754,0.1273318297768894,0.8917483656029952,0.8060998916625977,13.722389191997033
35,0.2644648149206832,0.8804276803055325,0.7886191977036966,14.86643160278788,0.12028962256092775,0.8942641992318002,0.810009125031923,13.454536347114791
36,0.2645949805910523,0.8798154165615907,0.7870032755104271,15.971823974933706,0.11865301234157462,0.8981697904436212,0.8167318293922826,13.59525963964955
37,0.2516812581468273,0.8840659019109365,0.7940141284787977,14.338843224193486,0.11027240831600993,0.904280540190245,0.8262885965799031,12.170846436954477
38,0.24671837445851919,0.8874974129973231,0.8000601739496798,14.236227660745346,0.11246679056631892,0.9039554282238609,0.825876163808923,12.98102807294701
39,0.23124531173222773,0.8949983885159364,0.8112256945790471,13.304628396972488,0.1087959467580444,0.9053677853785063,0.8281707198996293,12.14586186401797
40,0.22980740102561745,0.8951964185044572,0.8118223829849346,13.229728204258821,0.10598579833382055,0.907514396466707,0.831769187199442,12.150373915690023
